,Status/Disposal,Brand,Brand Location,Tattoo,Tattoo Location,Name,Registration Number_x,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire_x,Dam,Status,Type or Sex,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,EPDType,EPD Reporting Period,CED,CED Acc,BW,BW Acc,WW,WW Acc,YW,YW Acc,MK,MK Acc,TM,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Calving Ease,Twin code,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Mgmt Code,Weaning Pasture Code,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling Mgmt Code,Yearling Pasture Code,Growth,Year_Born,Age,Designation,phn,animal_name,sire,sire_phn,sire_name,dam,dam_phn,dam_name,sire_sire,sire_sire_phn,sire_sire_name,sire_dam,sire_dam_phn,sire_dam_name,dam_sire,dam_sire_phn,dam_sire_name,dam_dam,dam_dam_phn,dam_dam_name,sire_sire_sire,sire_sire_sire_phn,sire_sire_sire_name,sire_sire_dam,sire_sire_dam_phn,sire_sire_dam_name,sire_dam_sire,sire_dam_sire_phn,sire_dam_sire_name,sire_dam_dam,sire_dam_dam_phn,sire_dam_dam_name,dam_sire_sire,dam_sire_sire_phn,dam_sire_sire_name,dam_sire_dam,dam_sire_dam_phn,dam_sire_dam_name,dam_dam_sire,dam_dam_sire_phn,dam_dam_sire_name,dam_dam_dam,dam_dam_dam_phn,dam_dam_dam_name,sire_sire_sire_sire,sire_sire_sire_sire_phn,sire_sire_sire_sire_name,sire_sire_sire_dam,sire_sire_sire_dam_phn,sire_sire_sire_dam_name,sire_sire_dam_sire,sire_sire_dam_sire_phn,sire_sire_dam_sire_name,sire_sire_dam_dam,sire_sire_dam_dam_phn,sire_sire_dam_dam_name,dam_sire_sire_sire,dam_sire_sire_sire_phn,dam_sire_sire_sire_name,dam_sire_sire_dam,dam_sire_sire_dam_phn,dam_sire_sire_dam_name,dam_sire_dam_sire,dam_sire_dam_sire_phn,dam_sire_dam_sire_name,dam_sire_dam_dam,dam_sire_dam_dam_phn,dam_sire_dam_dam_name,sire_dam_sire_sire,sire_dam_sire_sire_phn,sire_dam_sire_sire_name,sire_dam_sire_dam,sire_dam_sire_dam_phn,sire_dam_sire_dam_name,sire_dam_dam_sire,sire_dam_dam_sire_phn,sire_dam_dam_sire_name,sire_dam_dam_dam,sire_dam_dam_dam_phn,sire_dam_dam_dam_name,dam_dam_sire_sire,dam_dam_sire_sire_phn,dam_dam_sire_sire_name,dam_dam_sire_dam,dam_dam_sire_dam_phn,dam_dam_sire_dam_name,dam_dam_dam_sire,dam_dam_dam_sire_phn,dam_dam_dam_sire_name,dam_dam_dam_dam,dam_dam_dam_dam_phn,dam_dam_dam_dam_name,_merge,Carcass_Number,Sex,Color,Carcass_Weight,Quality,Yield,Member_Name,Registration Number_y,Sire_y,Member_ID,carcass_merge
281,0,C0271,RH,0022,,ARTESIAN 2451Z LORIE 0022,1A186142,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-02-28,NS,AF40212,X93917,Active,C,AA,XX,,50.0,50.0,,P,P,20240808.0,-0.9,0.2,1.2,0.13,41.0,0.06,77.0,0.01,27.0,0.04,47.555,0.0,,16402-4,20.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.96880000000002,2020.0,4.0,Dam,0022,ARTESIAN 2451Z LORIE 0022,AF40212,2451Z,HEARTBRAND 2451Z,X93917,451,ARTESIAN LORIE 451,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,630,Heifer,Red,766,CH,0,E Cross,,,C0111,both
283,0,C0271,RH,0109,,ARTESIAN CATTLE 0109,1A186144,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-02-22,NS,AF34651,X93920,Active,C,AA,XX,,50.0,50.0,,H,N,20240808.0,0.7,0.19,0.1,0.08,47.0,0.06,84.0,0.01,26.0,0.04,49.551003,0.0,,16402-4,20.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,87.21990000000001,2020.0,4.0,Dam,0109,ARTESIAN CATTLE 0109,AF34651,1177Z,HEARTBRAND 1177Z,X93920,453,453,AF7269,S6386U,HEARTBRAND KC S6386U,AF2374,C2113P,HEARTBRAND C2113P,,,,,,,AF110,HB 457,SHIGEMARU,AF230,C0062L,HEARTBRAND C0062L,AF123,H0518E,HEARTBRAND H0518E,AF6906,S0354L,HEARTBRAND S0354L,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF104,FJ354B,AKIKO,,,,,,,,,,,,,both,702,Heifer,Red,621,CH,4,E Cross,,,C0111,both
284,0,C0271,RH,0070,,ARTESIAN 2451Z SAMANTHA 0070,1A186146,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-02-15,NS,AF40212,X110009,Active,C,AA,AN,XX,50.0,25.0,25.0,P,P,20240808.0,1.0,0.2,-0.7,0.13,39.0,0.08,74.0,0.01,26.0,0.07,45.551003,0.0,,16402-4,20.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,76.16870000000002,2020.0,4.0,Dam,0070,ARTESIAN 2451Z SAMANTHA 0070,AF40212,2451Z,HEARTBRAND 2451Z,X110009,557,ARTESIAN SAMANTHA 557,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,614,Heifer,Red,747,P,2,E Cross,,,C0111,both
293,0,C0271,RH,0010,,ARTESIAN CATTLE 0010,1A186170,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-12,NS,AF62449,X93964,Active,C,AA,AN,XX,50.0,25.0,25.0,H,P,20240808.0,-6.1,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-2,53.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Dam,0010,ARTESIAN CATTLE 0010,AF62449,3620B,HEARTBRAND 3620B,X93964,915,915,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,750,Heifer,Red,572,CH,2,E Cross,,,C0111,both
299,0,C0271,RH,0130,,ARTESIAN CATTLE 0130,1A186184,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-04-25,NS,AF62449,X93795,Active,C,AA,AN,HP,50.0,25.0,25.0,P,P,20240808.0,-6.1,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822,0.0,,16402-2,53.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Dam,0130,ARTESIAN CATTLE 0130,AF62449,3620B,HEARTBRAND 3620B,X93795,946,946,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,620,Heifer,Red,673,CH,2,E Cross,,,C0111,both
322,0,C0271,RH,0207,,ARTESIAN 2451Z AVA 0207,1A209805,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-11-24,NS,AF40212,X192149,Active,C,AA,AN,,50.0,50.0,,P,P,20240808.0,0.2,0.14,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,16403-4,83.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2020.0,4.0,Dam,0207,ARTESIAN 2451Z AVA 0207,AF40212,2451Z,HEARTBRAND 2451Z,X192149,280,280,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,1020,Heifer,Jersey,713,CH,0,E Cross,,,C0111,both
331,0,C0271,RH,0226,,ARTESIAN 3620B DUCHESS 0226,1A209824,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-10-25,NS,AF62449,X209704,Active,C,AA,AN,,50.0,50.0,,H,N,20240808.0,-6.3,0.12,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,0.0,16996-1,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Dam,0226,ARTESIAN 3620B DUCHESS 0226,AF62449,3620B,HEARTBRAND 3620B,X209704,E633,E633,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,677,Heifer,Red,699,CH,2,E Cross,,,C0111,both
343,0,C0271,RH,0257,,ARTESIAN 3620B JANIE 0257,1A209848,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-10-25,NS,AF62449,X93950,Active,C,AA,AN,XX,50.0,25.0,25.0,H,P,20240808.0,-5.5,0.13,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-9,14.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Dam,0257,ARTESIAN 3620B JANIE 0257,AF62449,3620B,HEARTBRAND 3620B,X93950,738,738,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,725,Heifer,Red,750,CH,1,E Cross,,,C0111,both
548,0,C0271,RH,7155,RE,7155,1T110146,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-01,NS,AF62449,X93878,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.0,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2017.0,7.0,Bull,7155,7155,AF62449,3620B,HEARTBRAND 3620B,X93878,408,408,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,980,Steer,Black,882,CH,3,Artesian Cattle,1T110146,AF62449,,both
550,0,C0271,RH,7044,RE,7044,1T110149,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-17,NS,AF40212,X109538,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-0.4,0.2,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2017.0,7.0,Bull,7044,7044,AF40212,2451Z,HEARTBRAND 2451Z,X109538,620,620,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,949,Steer,Black,764,CH,3,Artesian Cattle,1T110149,AF40212,,both
551,0,C0271,RH,7143,RE,7143,1T110150,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-17,NS,AF42333,X93946,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.6,0.19,1.5,0.08,43.0,0.05,79.0,0.01,25.0,0.04,46.7455,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.1525,2017.0,7.0,Bull,7143,7143,AF42333,2161A,HEARTBRAND 2161A,X93946,731,731,AF233,T0068L,HEARTBRAND T0068L,AF6649,S5801T,HEARTBRAND S5801T,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,both,937,Steer,Red,1093,P,5,Artesian Cattle,1T110150,AF42333,,both
552,0,C0271,RH,7096,RE,7096,1T110151,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-17,NS,AF36497,X93975,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.6,0.19,2.3,0.08,46.0,0.05,84.0,0.01,26.0,0.04,49.418,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.51870000000001,2017.0,7.0,Bull,7096,7096,AF36497,1603Z,HEARTBRAND 1603Z,X93975,943,943,AF5638,S5204S,HEARTBRAND S5204S,AF8267,V6825U,HEARTBRAND V6825U,,,,,,,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,AF109,HB 459,TAMAMARU,AF1872,T1610P,HEARTBRAND T1610P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,,,,,,,,,,,,,both,1039,STEER,RED,1016,P,5,Artesian Cattle,1T110151,AF36497,,both
555,0,C0271,RH,7053,RE,7053,1T110154,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-19,NS,AF40212,X93759,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-0.4,0.2,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2017.0,7.0,Bull,7053,7053,AF40212,2451Z,HEARTBRAND 2451Z,X93759,01,01,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,907,Steer,Red,808,P,5,Artesian Cattle,1T110154,AF40212,,both
556,0,C0271,RH,7084,RE,7084,1T110155,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-19,NS,AF36497,X93796,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.6,0.19,2.3,0.08,46.0,0.05,84.0,0.01,26.0,0.04,49.418,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.51870000000001,2017.0,7.0,Bull,7084,7084,AF36497,1603Z,HEARTBRAND 1603Z,X93796,954,954,AF5638,S5204S,HEARTBRAND S5204S,AF8267,V6825U,HEARTBRAND V6825U,,,,,,,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,AF109,HB 459,TAMAMARU,AF1872,T1610P,HEARTBRAND T1610P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,,,,,,,,,,,,,both,1124,STEER,BLACK,952,CH,3,Artesian Cattle,1T110155,AF36497,,both
557,0,C0271,RH,7186,RE,7186,1T110156,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-20,NS,AF62396,X93913,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-5.3,0.18,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2017.0,7.0,Bull,7186,7186,AF62396,3628B,HEARTBRAND 3628B,X93913,447,447,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,944,Steer,Black,1075,P,3,Artesian Cattle,1T110156,AF62396,,both
558,0,C0271,RH,7031,RE,7031,1T110157,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-20,NS,AF40212,X93771,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-0.4,0.2,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2017.0,7.0,Bull,7031,7031,AF40212,2451Z,HEARTBRAND 2451Z,X93771,703,703,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,1112,STEER,BLACK,745,P,3,Artesian Cattle,1T110157,AF40212,,both
559,0,C0271,RH,7009,RE,7009,1T110158,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-02-22,NS,AF42330,X109589,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-4.9,0.19,2.1,0.08,42.0,0.05,77.0,0.01,27.0,0.04,48.2155,0.0,,5650-4758,45.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.7369,2017.0,7.0,Bull,7009,7009,AF42330,2163A,HEARTBRAND 2163A,X109589,670,670,AF233,T0068L,HEARTBRAND T0068L,AF1349,S1090P,HEARTBRAND S1090P,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF105,FJ355B,HARUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AJ094,TOK 30,DAI-SAN 3 MITSUMARU TOKKYU 30,AJ122,TOK 6669,DAI-NANA 7 KIKUHIME TOKKYU 6669,,,,,,,,,,,,,both,1058,STEER,BLACK,998,P,3,Artesian Cattle,1T110158,AF42330,,both
